abuse_rate,q_0.1,q_0.2,q_0.3,q_0.4,q_0.5,q_0.6,q_0.7,q_0.8,q_0.9
0,0.312524225901169,0.350261401485369,0.307778026297177,0.327886076764904,0.415528043581188,0.314597023698037,0.273884341221057,0.256511570278638,0.525549362552058
0.1,0.460368816214923,0.304977200862897,0.36722531402909,0.439815109493854,0.265079831568319,0.295625516894099,0.302182464436832,0.307031051452786,0.314421625096429
0.2,0.306276521896364,0.285245684212655,0.269017547428148,0.269257696107619,0.28050813542815,0.27318346484432,0.272471770369881,0.245465545420299,0.30343783723076
0.3,0.313057064826939,0.277034909284096,0.30815540304271,0.335382167934014,0.305639126272243,0.294776289619045,0.268615815768921,0.245995409967174,0.313055461979874
0.4,0.259296517282198,0.288908377796136,0.313941603907112,0.269460849110768,0.256472477838497,0.363816777725293,0.350511475093751,0.325431916993995,0.293477024542916
0.5,0.42658558024165,0.306805288535586,0.326787682433688,0.261573643444301,0.261531193874508,0.232989623646395,0.274297593345529,0.341321611665206,0.276922109504823
0.6,0.302627005166389,0.265180806509664,0.289767506381639,0.286390058210536,0.265669804172705,0.265419142676348,0.280325271775504,0.243297428740065,0.294926227130547
0.7,0.290444053638408,0.361542956576158,0.38648881129235,0.257086962160194,0.304637258390379,0.270719827472573,0.299894123901238,0.263820890969654,0.297682809202202
0.8,0.288748935114163,0.32046363656876,0.271709456605193,0.26814511580626,0.253852603107254,0.367605147980872,0.211215625832147,0.264465581354378,0.309605992503578
0.9,0.283437418295343,0.308510916706153,0.375808109580324,0.263693184603229,0.261904899969818,0.23727049405654,0.232224440237943,0.251959891505037,0.298455306554116
